filename,pseudo_label
04981.wav,"Kapan kamu menyadari kamu ganteng? Kapan? Yes. Ehm... Belum pernah kan podcast dikasih pertanyaan. Iya, belum sih. Yes, yes. Mungkin gara-gara, I grew up with three older sisters, dan mereka, ya mereka sering compliment aku kan. Sering kayak, they always give me attention, they always give me love. Terus ke temen-temen mereka, mereka juga selalu ngenalin aku sebagai kayak adek-adenya mereka yang ganteng banget gitu kan. Jadi dari kecil aku udah ngerasa kayak, okay I'm..."
04982.wav,"Okay. I'm pretty good looking. Okay. So, ketika kamu kecil, kamu grow up, kan pasti ada proses bertumbuh gitu. Betul. You see yourself karena dapet komplimen, oh berarti gue ganteng ya, gitu, okay. And then, apa lagi yang kamu rasa is your value? Dari kecil tuh, ya I've always been interested in arts, music especially. Jadi, emang dari dulu aku udah hobi main piano, hobi kayak bikin lagu sendiri, dan..."
04983.wav,"Aku suka banget ngeliatin, kayak misalnya, dulu kan aku ngefans banget sama One Direction. Nah, aku sering kayak ngeliat performance-nya mereka dan aku suka tiruin cara mereka bikin lagu, terus kayak their vocal technique aku juga suka ikutin. Oh, bener. Berarti dia bisa nyanyi ya, Christine? Aku baru tau loh, tadi Ananda bilang, you can sing ya? Banyak yang gak tau sebenernya. Can you sing?"
04985.wav,"Maybe you say, maybe you may have fallen too. Oke. Oh, punya bakat anak ini, Wak. Itu yang membuat SM Entertainment katanya pengen ngerekrut kamu ya? Bukan gara-gara lagu itu sih. Tapi gara-gara apa SM Entertainment? Yang SM yang Korea ini yang terkenal ini kan? Iya, betul. Namanya SM Entertainment kan? SM Entertainment, iya. Dia mau ngerekrut lu gara-gara apa?"
04986.wav,"Jadi mereka tuh sebenernya, mereka kirim aku email untuk ikut private audition-nya mereka. Untuk? Untuk nyanyi kah? Acting kah? Nyanyi-nyanyi. Sebenernya gak ada kayak spesifik apa ya, mereka gak bilang spesifik talent, cuman mereka mau recruit untuk private audition. Oh, okay. Ya, jadi by email waktu itu dan gara-gara mereka pengen recruit aku, aku jadi kayak langsung kepikiran, oh kalo misalnya"
04988.wav,"Aku ngebahas ini di YouTube video, salah satu YouTube video aku, karena aku kira aku nggak bakal bisa join mereka, kan? Karena aku juga denger-denger dari banyak temen aku, kalau misalnya aku ikut SM Entertainment itu, training prosesnya itu yang pastinya lama banget, dan belum tentu kita bisa pulang atau kontak keluarga kita. Jadi karena aku masih sekolah juga, dan masih nggak bisa keluar dari comfort zone aku."
04989.wav,"Aku lebih pilih untuk stay di Indonesia dulu dan ngembangin karir aku di sini. Tapi kamu kaget gak dengan komentar yang negatif tiba-tiba ada keluar? Iya, lumayan, iya ke-predict sih. Oh, kamu predict itu akan ada komentar yang... Pasti, pasti, karena aku juga tahu bahwa, ya, pasti banyak orang juga pengen di-email sama SM untuk, ya, misalnya ikut private audition. Even kalau misalnya disuruh untuk ikut private audition aja, kan itu udah suatu hal yang lumayan... Yang wah lah. Iya, gede gitu kan."
04991.wav,"Kan emang topik videonya aku disuruh ngerate cewek-cewek tercantik di dunia lewat one of this website gitu kan. Siapa yang waktu itu suruh ngerate? Ada tim Youtube aku. Oh, berarti kamu sendiri? Oh, aku sama adik aku sebenarnya. Oh, oke."
04993.wav,"A big deal, karena kan juga banyak orang yang sering bikin video kayak gitu kan. Di Amerika terutama. Rating cewek, rating cowok, bahkan aku sering banget liat orang-orang bikin video where they're rating my looks. And a lot of other Indonesian artists. Oh, kamu juga pernah ada di rating ya? Iya. Pernah dapet 3,5 gak? Gak pernah sih. Cuman, apa ya? Ini lucu. Ya gak kepikiran aja sih dari foto itu."
04994.wav,"Kan kalo gak salah fotonya kan juga hitam putih effect-nya, dan aku juga waktu itu kayak karena gak kepikiran aku langsung bilang aja kayak, okay dari foto ini, dari looks-nya, mungkin aku kasih rating 3,5 dari 10, tapi I then continue to say I really do appreciate her career, her music juga. Jadi sebenernya videonya itu gak ada intention untuk nge-hate sama sekali, dan I had no intention to disrespect anyone, cuman..."
04995.wav,"Yang aku lihat di TikTok sih kebanyakan orang-orang kan cut clip-nya terus dibikin, apa ya, their own sort of like point of view on the video. Jadi itu aku lumayan kaget sih. Itu baru pertama kali aku receive hate kayak gitu, dan aku baru lihat, wah ternyata netizen bisa ya, kayak cut clips-nya dan dibikin seolah-olah kayak ini parah banget gitu. Berarti kamu belajar satu hal lagi ya? Yes, yes. Oke."
04996.wav,"Waktu ketika kamu lihat foto itu, kamu kasih rate yang foto yang akhirnya jadi isu itu, kamu kan belum tahu nih siapa, kamu baru tahu setelah itu ya berarti ya? Betul, betul. Okay, and then kamu bikin klarifikasi. Sebenarnya aku udah tahu, udah tahu dia siapa. Oh, kamu udah tahu pada saat itu? Aku sempat lihat..."
04997.wav,"Dia tampil di beberapa event, tapi tidak pernah ketemu. Tidak pernah ketemu secara langsung. So kalau kita bilang masalah perspektif kan, perspektif orang beda-beda ya. Ada yang perspektifnya mengenai ini, dia bilangnya ini bagus, ini nggak, dan menurut gue perspektifnya, I think is fine. Tapi ketika perspektif itu dibawa ke publik,"
04998.wav,"Itu bisa jadi something issue. Betul, betul. We agree about that, ya kan? Okay, menurut kamu apa yang membuat itu menjadi backfire waktu itu? Kalau dari aku sih, in my opinion, I think what made it backfire was the fact that I posted the video publicly for people to see. Pasti orang-orang juga punya komentarnya sendiri. Dan, apa ya, salahnya aku waktu itu karena semuanya dibuat publik."
04999.wav,"I gave everyone a chance to comment about the topic. Terus semua orang kan juga punya persepsinya sendiri. Jadi mereka ngeliat video itu mereka juga pasti kaget. Cuman di saat itu aku gak pikirin itu. Soalnya sejauh ini aku juga sambil belajar, sambil gaining new experiences juga. Jadi kalau misalnya soal Youtube dan stuff like that."
05000.wav,"Aku bener-bener kayak, ya pada saat itu aku gak pikirin aja the impact and effect it's going to have on people. Karena pas aku buat videonya, aku juga ngerasa kayak, oh this is just a light-hearted video, kayak banyak banget yang bikin konten kayak gini. Dan waktu itu kan kita juga buat untuk family channel kan, jadi aku cuma kayak, oh yeah this is a fun video I'm making with my little brother."
05001.wav,"Ya udah buat fun aja. Kamu belum berpikir lebih jauh. So, after that, do you regret it? Sebenernya aku selalu bilang ini sih, I never regret anything that happens in my life because I feel like it happens for a reason. Pasti selalu ada alasan about anything that happens in my life. Jadi aku selalu, I always remind myself that everything happens for a reason. Cuman, I just wish that"
05002.wav,"Things happen differently. Kan bisa apa ya? We could've talked about it, atau mungkin kalau misalnya dibicarakan sebelumnya kan seharusnya the effect won't be like this. Iya, oke. Tapi kan social media doesn't work that way. Iya, iya. Iya, ngerti kan? Akhirnya dari hal itu, kesimpulan apa yang kamu ambil? Awal-awalnya itu aku berusaha untuk nggak ngeliatin negative comments-nya kan, tapi lama-kelamaan ya..."
05003.wav,"Pasti kena juga. Lumayan banyak soalnya. Jadi aku kayak, okay yaudah. Kebetulan juga, ini kan, this happened last year. Jadi last year itu kebetulan jarwal aku juga lagi padat banget. Dan aku coba berusaha untuk fokus di kerjaan aja. Jadi aku gak mau pikirin ini semuanya, tapi aku cuma pengen fokus di kerja aja. Cuman ya lama-kelamaan karena saking banyaknya dan makin banyak, aku akhirnya kayak, I just sat down with myself."
05005.wav,"Ini baru pertama kali aku ngerasa the effect of netizen itu bisa kayak gini. Kamu nggak kepikiran awalnya? Nggak kepikiran sama sekali. Oke, berarti walaupun ganteng tidak termaafkan ya? Banyak yang bilang gitu tuh. Banyak yang bilang gitu. Ini kayak aku sering banget baca komen ini. Walaupun ini baru pertama kali aku lihat orang ganteng tapi nggak dimaafkan. Tapi yang paling nyakitin komennya yang kamu, yang bikin kepikiran atau..."
05006.wav,"Kena, itu ada comment apa yang you remember? Apa ya waktu itu? Oh, ada yang komen, yaudahlah biarin aja, dia cuma ganteng doang, dia gak ada bakat yang lain. Terus ya prestasinya mana, gitu-gitu kan. Iya, dan kamu lagi ngerintis. Iya, itu yang lumayan kena. Karena aku juga ngerasa kayak, ya bro sebenernya kan gue juga ngelewatin banyak fase, semua, everyone has been through something in their life. Everyone has their own story to tell, jadi kita gak bisa pernah ngejudge orang."
05007.wav,"Apa ya, we cannot judge a book by its cover. Same goes for people, kan. Jadi, ya menurut aku kan aku udah ngelewatin lumayan banyak fase di hidup aku, aku yakin juga semua orang yang nonton ini juga pasti udah ngelewatin banyak hal di kehidupan mereka. Dan aku rasa kayak, I'm proud of the person that I am today, terutama karena dulu aku, ya yang aku sempet mention, tadi orangnya pemalu banget dan sekarang udah lumayan bisa ngobrol sama banyak orang."
05009.wav,"Tapi diam bisa membuat masalah tidak menjadi lebih besar. Betul kan? So what we have to do kalau ketika hal yang tidak terduga terjadi? So ketika hal ini terjadi, kamu ada ngambil sikap gak? Pas ini terjadi, aku sempet speak up soal situasi ini. Oh kamu ada sempet ngomong? Aku ada sempet ngomong. Di mana? Di Instagram story aku. Kamu bilang apa? Aku sempet bikin..."
05010.wav,"Bukan klarifikasi sih, cuma kayak explaining the situation aja. Yang singkat, karena aku gak mau bikin terlalu panjang, aku juga gak mau terlalu banyak, keliatan kayak banyak alasan gitu. Kamu bilang apa ya? Jadi sebenernya aku sebelum posting story itu, aku kontak penyanyinya dulu. Oh ada kontak? Aku ada kontak dia dulu. Oh, that's good. So, I contacted her first, baru setelah itu aku decide untuk post story-nya. Kamu kontak dia, kamu bilang apa? Ya aku ngejelasin situasinya dan..."
05011.wav,"Aku cuma, aku pokoknya aku bilang aku gak mau any misunderstanding, karena kita juga sesama industri, jadi pas, ya mungkin suatu hari kita bakal ketemu, jadi biar gak... Tapi lu, do you say sorry or something? Of course, ya aku minta maaf, karena aku tau kalau misalnya aku di posisi dia, aku juga bakal kesel. Jadi, ya yang pertama aku minta maaf, terus aku coba kayak bikin things neutral aja sih, aku cuma bilang kayak hopefully there's no misunderstanding."
05013.wav,"Jadi kamu hubungin dia, you talk about it, kamu minta maaf, and then kamu bikin sedikit clarify di story. Kamu bilang apa di story? Ya, pertama aku minta maaf. Kamu udah minta maaf sama pihak itu, gitu kan? Ya, aku juga bilang semoga kita semua bisa work together dan saling understand each other juga."
05015.wav,"Kayak, okay, okay, ya kita bisa ngertiin. Ada juga ya. Tapi ada banyak yang... Tetap menghujat aja. Tetap menghujat, iya. Okay. Dan pada saat itu aku udah tau bahwa, okay, there's nothing else I can do. Yang penting sekarang itu aku fokus di karir aku. Aku tetap ngelakuin hal yang baik, yang menurut aku positif. Dan yang penting aku udah clarify the story, dan aku juga udah ngomong ke pihaknya langsung. Jadi menurutku itu udah..."
05016.wav,"Udah enough buat aku. Okay. Dari mana kamu belajar untuk ngelakuin hal itu semua? Mamamu ngasih tau, atau kamu think by yourself? Kalau aku, aku percaya bahwa semua orang, ya, people are the way they are because of the way they were raised. That's something that I believe. Cuman, regarding this situation itu, aku pikirin sendiri. Oh, bagus ya. Wow, menarik. Aku juga mau ngundang your mommy nih. Ayo your mom di situ. Bagaimana sih dia ngedidik anaknya? Mama mau masuk sini gak, Mama? Mama ya."
05018.wav,"Wajah Femina, menang wajah Femina, terus biasa kan dulu dapet privilege di sinetron. Gak kayak sekarang harus casting-casting. Dulu kan gak. Begitu menang, everything easy at that time. Berapa tahun akhirnya di entertain? 3 tahun setengah cuma. Abis itu stop total. What the reason you stop? Karena marriage sampah banyak kan. Langsung ada 3 anak."
05020.wav,"Kalau dunia entertainment-nya sangat tidak mengagetkan. Prince-nya yang masuk ke dunia entertainment itu bikin kaget. Kenapa? Ya kan, ya introvert boy yang kayak gak mau banyak ngomong, semuanya dia lakukan sendiri in his own room. Pakai laptop, bikin lagu juga, bikin lagu pakai, dulu masih inget, Prince tuh bikin lagu pakai apa tuh, pakai gelas-gelas cup, paper cup gitu."
05021.wav,"Biar ada bunyinya. Dia bikin lagu, terus jadi bunyi, gitu. Jadi lagu. Iya. Tapi itu udah lama banget sih. Sekarang udah lupa caranya kayak gimana. Oh, jadi dia sangat introvert aja, dia diem gitu. Dia introvert aja, gitu. Terus dia bisa main piano, waktu itu kan ikut biasakan Yamaha, diikut course, ikut course, nah, gitu. Terus dia dibilang sama gurunya, ini gimana nih, Bu, anaknya nggak mau baca not balok."
05022.wav,"Tapi dia main semua lagu yang dia mau main, gitu. Ya pake his own feeling. Ya kayak gitu dia. Terus kamu kalo komunikasi sama dia karena dia pendiam, gimana caranya? Sebenernya itu dulu, apa ya, kalo sama keluarga kan nggak. Kalo sama keluarga aku bebas. Ekspresikan diri gimana pun juga aku ngerasa kayak, okay I can do whatever with my family. Karena aku juga ngerasa very very comfortable with my sisters."
05026.wav,"Aku tuh kayak dapet pencerahan gitu, terus dapet motivasi, excuse me, sorry, dari Prince gitu. Jadi kayak pokoknya dia selalu, apa yang Prince ngomong tuh kayak menguatkan, strengthen me, terus dia gitu encourage me, gitu dia. Iya? Terus aku bilang, ini motivator. Kalau..."
05027.wav,"Kamu kenal Prince itu dari perspektif matamu seorang ibu, what do you see dari anakmu sendiri gitu loh? Apa yang kamu pikirkan tentang masa depannya dia? Sebenarnya as a mom juga saya tidak berekspektasi yang terlalu besar, karena waktu itu juga tahu kondisinya, terus apa yang aku bawa di kehidupan Prince juga aku sadar bahwa akan ada resiko-resiko. Tapi ya..."
05028.wav,"Setelah apa yang terjadi dan begitu cepat ya, jadi kayak misalnya mungkin Prince ada sesuatu yang dia tidak suka, atau mungkin sesuatu yang dia sesali di hidup ini, berhubungan dengan papa mamanya juga ya, ya itu aku cuma berpikir yang penting Tuhan jaga sama kawal dia gitu di perjalanan ini, tapi ternyata semuanya menjadi lebih baik secara karir ya."
05029.wav,"Terus semuanya jadi jauh lebih baik dari apa yang aku pikirin, itu aja sudah membuat aku bersyukur sih. Dulu kamu pernah punya banyak ketakutan nggak? Pasti, pasti. Sama anak-anak pasti. Ya, sebenarnya takutnya dari akunya sih. Aku takut aku nggak bisa fulfill them."
05030.wav,"As a single mother, kan? As a single mother. Karena aku tau juga, I'm an independent woman yang gak mau juga tergantung, gitu. Kalau memang udah aku putuskan untuk berpisah, yaudah berarti resikonya ya, aku harus urus semuanya sendiri dengan segala resikonya, gitu. Kamu kok pengen Prince jadi apa sih sebenarnya? Enggak sih, gak punya keinginan. Bebas ya? Bebas. Sekarang dia masuk entertainment nih? Iya. Banyak isu nih, mune keluar nih, ya kan?"
05031.wav,"Mulai jadi concern gak dengan hadirnya Prince di dunia entertain as a mother? Ya pokoknya... Kau kan tau dunia entertain. Tapi kan yang namanya acceptance itu kan juga harus ada ya, jadi aku cuma bilang sama Prince, ya..."
05032.wav,"Apapun yang terjadi, nah, it's your journey, gitu. Memang ya kita harus ngalamin ini semua, gitu. Baik, buruknya, ya kita harus ngalamin. Kamu yang take control, kamu yang hadapi. Tapi kalau backup sih seribu persen ya dari mama, gitu. Iya, pasti kan. I will die for him, for my kids, gitu. Jadi nggak. Jadi mungkin kalau masalahnya apa, ya nggak mungkin lah. Saya sama sekali nggak pernah."
05034.wav,"Jadi titik quick-nya si Prince itu ada di mana biasanya? Justru, justru katanya aku kuat gara-gara dia, tau nggak? Oh, malah kebalik ya? Dia tuh kayak, so how you feel about this? Terus dia bilang, ya nggak apa-apa, ma. Biasa aja ya, karena ini-ini. Maksudnya cara dia reply me, gitu, merespon juga itu dengan cara yang menurut aku sih dewasa, gitu. Jadi akunya malah yang jadi tenang, yang tadinya down."
05035.wav,"Terus telpon maunya menguatkan dia, tapi akhirnya aku jadi kuat gara-gara dia sih. Ini anak unik juga nih. Gitu ya? Jadi dia hide the weak to make you strong. Kenapa you hide your weak in front of your mom? Bukan cuma di depan mama aja sih. Kayak udah terbiasa aja. One bad habit of mine is I keep everything to myself. Aku sebenernya..."
05036.wav,"Salah satu hal yang bikin aku lumayan terasa pressure-nya, tahun lalu karena schedule aku padat banget, aku gak ada waktu untuk analyze semua yang terjadi pada saat itu. Jadi aku gak ada time untuk kayak bener-bener be by myself dan..."
05038.wav,"I can say, like, I very rarely cry, aku gak pernah nangis. Jadi kalau misalnya aku nangis itu gara-gara udah kayak, there's too much thoughts that's in my head, dan aku perlu keluarin, gitu. Kenapa kamu tidak mau nangis? Sebenernya itu yang aku lagi pikirin juga sih, kayak... There's a reason. I've been trying to figure that out, but I think the main reason is because I grew up with a very..."
05039.wav,"Strong father figure. My dad, he's very masculine. Dia pokoknya ajarannya itu cowok nggak boleh nangis, cowok harus kayak gini. Aku ngeliat cara dia carry himself sebagai cowok. Jadi mungkin gara-gara itu, gara-gara masculinity-nya dia yang mungkin sekarang banyak orang yang sebut kayak toxic masculinity. Aku masih rasain sampai sekarang."
05040.wav,"Oh gitu. Jadi setiap kali aku nangis, aku ngerasa lemah gitu, kayak, kenapa lu menangis gitu. Cuman aku lagi berusaha untuk bilang ke diri sendiri, kayak, it's okay to, you know, it's okay to cry, it's okay to let your feelings out. Iya, kadang-kadang kan oke juga ya. Cuma kan untuk ukuran usia dia, ini aku penasaran banget gitu loh, apa yang ada di pikiran dia, terus dia bisa kayak gini, kan jarang ya ada anak laki. Karena kan, kalo orang di luar sana kalo ngeliat prins dari looks-nya ya, orang akan menilai, oh ini,"
05041.wav,"Lebih feminim ya. Bener ya? Sweet boy. Tapi kalo kita denger dari cara dia berfikir, banyak cowok yang berfikir kayak gini di usianya dia gitu loh, dan menangani masalah gitu. Nah kalo, kalo apalagi Prince sendiri ya, gue ke Prince dulu ya sebelum ke mom. Prince, everything that happen in your life, kan kamu sekarang sedang jalanin on the future ya. For who and for what?"
05043.wav,"Pokoknya aku pengen take care of everything for her, karena aku ngerasa, aku ngerasa banget setelah my parents divorced, kita kan sering banget pindah-pindah, aku ngeliat struggle-nya mama dan aku respect banget, karena pas kita ngejalanin itu, during that process, she never showed me her weakness once, she always smiled, aku gak pernah liat mama nangis, cuman sekali doang, dan I, ever since then, she's become..."
05044.wav,"One of my biggest role model. She's one of the strongest women I know. Jadi aku, for my mom, for my family, aku pengen repay semuanya ke mama, aku pengen urusin semuanya buat mama deh kalo bisa ke depannya. Dengan semua hal yang dicerita, kamu pengen ngasih apa ke anak-anakmu sebenarnya sih? What is the message that you want to give to them? Sebenernya sih saya berjalan tanpa sesuatu yang orang bilang muluk-muluk ya. Karena saya tau,"
05045.wav,"Saya tahu anak-anak nanti bakal struggle, bergumul dengan apapun yang mereka alami lah, itu saya tahu banget itu resikonya, terbesar bahkan mungkin. Tapi saya juga harus berbenah, itu PR aku sendiri, harus berbenah, harus mengerjakan PR aku sendiri, which is aku juga punya luka, aku juga punya sesuatu yang harus aku lakukan di hidupku, dan itu yang akan mereka lihat nanti. Buat aku itu aja."
05046.wav,"Kalau secara financial ya pastilah, pengennya kasih usaha satu-satu, anakku 4 sekarang, jadi aku mesti kasih satu-satu, termasuk ke Prince, walaupun itu aku prepare something buat dia, gitu bukan yang kasih uang ya langsung ya, karena Prince juga sudah membuktikan bahwa he can earn his own. Tapi buat aku waktu itu adalah, yang aku lakukan adalah membenahi apa yang menjadi..."
05047.wav,"Apa yang menjadi lukaku, apa yang menjadi deritaku, apa yang menjadi masalahku, I think I need to, yeah, taking care of it, semuanya, sampai aku bisa berdiri tegak, kuat, dan ngasih lihat ke anak-anak bahwa ya, ya ini hidup, nak."
05048.wav,"Gitu. Jadi gak akan selalu di atas, gak akan selalu di bawah, ya kayak gini nih, gitu. Kita jalanin aja. So lebih penting value-nya daripada materinya, jatuhnya kayak gitu. Exactly. Jadi kamu kepengen anak-anakmu punya value apa? Ya karena ini kan harusnya kan kayak misalnya pada saat waktu itu aku pergi bawa anak-anak ya, cuman mikirnya selalu menyalahkan diri sendiri kan, I'm keeping blaming on myself that time, gitu, sampai gak bisa memaafkan."
05049.wav,"Terus akhirnya aku cuma bilang sama Prince sama adiknya, waktu itu ya, gimana ya, mungkin mama selama ini jatuh cinta sama seorang laki-laki, dan gambaran itu mungkin saya tidak pengen apa ya, apa yang saya lakukan terjadi di anak-anak. Jadi saya selalu bilang ya, ya kalau mungkin Prince masih inget ya, dari kecil ya aku keep telling them that jadi laki-laki itu yang tanggung jawab, nak."
05052.wav,"Iya, seru sih gara-gara di sini pasti kita akan lebih dalam. Tapi kalau nggak ditanya, ya nggak sih. Sometimes I feel like kita nggak usah ngobrol, tapi kita udah tahu what we're feeling. Gitu ya? Iya. Tinggal kasih kayak signal aja, terus ngobrolnya nggak usah panjang lebar, singkat aja, tapi udah."
05053.wav,"Udah bisa nangkep ya? Tapi kan lu nggak akan bisa lebih tau kalau misalnya mama tadi nggak cerita kayak gini juga. Lu juga kan, lagi tadi gue perhatiin coba cerna kan? Maksudnya mama kemana ya? Aku nangkep kayaknya mama tuh.."
05055.wav,"Udah, udah happy. Udah happy dia, orang juga tau dia happy, senyum mulu. Iya kan? Karena buat aku happy itu beyond success. Terus yang lain udah gak ada gitu? Gak ada. Aku liat dia happy, aku untouch. As a man now. As a man, otomatis dia bertanggung jawab, terutama terhadap pasangannya, ya. Sama ya, spiritually ya harusnya Prince jadi punya iman yang baik lah. Oh itu nomor satu juga ya."
05056.wav,"Karena tanpa iman kayaknya goyang-goyang ya. Oke itu ya. Prince, ini gak suka spiritual gak dia? Ya, kalau secara rutinitas, ya dia lakukan terus gitu. Walaupun kayak misalnya, rutinitas itu yang benar-benar intimate ya. Yang aku tahu tuh, sebelum makan, sebelum dia melakukan satu, sebelum dia tidur, dia akan pray to God gitu. Tapi kalau kayak rutinitas yang mungkin kayak ke gereja gitu-gitu ya."
05057.wav,"Hampir bolong-bolong sih, masih bolong-bolong. Tapi aku sih melihat keintiman itu lah, keintiman dia dengan Tuhan tuh dari kecil sampai sekarang nggak berubah, itu aja sih. Oke. Memilih calon pasangan. Yang memilih... Susah ini. Sebenernya boleh sama siapa aja. Dia ada. Cuman kayaknya setiap dia bawa siapa aja, I always comment."
05060.wav,"Jadi, sepenting apa dan seprivate apa? Penting banget sih. Maksudnya kayak, ya aku pasti bakal prioritize dia, kalaupun aku lagi sibuk, aku tetep bakal berusaha dan kasih effort. Tapi kalau soal publicity, mungkin aku gak bakal terlalu expose. Okay, kamu lebih memilih untuk berpacaran diam-diam daripada kamu publish-publish kayak orang pada umumnya gitu? Iya."
05061.wav,"Sekali-sekalian ya aku pasti bakal post, tapi nggak bakal sering, nggak bakal yang setiap hari kayak nge-vlog gitu. Soalnya dia bingung kan, kan banyak pilihannya."
05063.wav,"Untuk dirimu sendiri dan untuk your mom. Advice? I would say... Because I feel like kadang-kadang you forget that I'm growing, I'm maturing, I'm becoming a man. So you tend to still treat me as if I'm a little boy, gitu kan. Contohnya... Even in front of the people, right? Iya, contohnya aku mau kuliah di luar negeri, harus pulang setiap 2 bulan, 3 bulan."
05066.wav,"Iya, nggak setiap 2 bulan juga balik ke Indonesia. Kalau misalnya.. Kan adeknya banyak. Ya adeknya ulang tahun beda-beda bulan, mama beda bulan, opa, oma. Iya, maksudnya kan ada banyak adik-adik ya udah you focus on them dulu, you let me gitu kan. You say you have to focus on you first. Nanti kan ke depannya juga kalau misalnya kita punya keluarga sendiri kan kita juga bakal tinggalin the same house. Sure. Jadi harus mulai practice dari sekarang. Seru kan kalau kita ngeliat keluarga ngobrol."
05067.wav,"Karena buat gue, ketika keluarga sudah tidak ngobrol, berarti api dalam keluarga itu sudah mulai padam. Tapi ketika mereka mulai berbicara lagi, mau apapun itu, mau itu dalam bentuk bertengkar, api itu masih akan tetap hidup. Yes. Thank you. Great."
05068.wav,"I want to do something different. Orang biasa yang pengen melakukan hal-hal yang luar biasa, ternyata konsistensinya lebih penting dibanding just working hard, working smart, berserah, kadang memaksakan diri aja gitu. Tapi ada momennya, I know when to stop. Real transcendence itu harus terjadi dengan crisis, and my crisis was what itu mempertanyakan diri sendiri. I was putting too much pressure to myself, kayak what itu jadi the pressure of being a public figure, orang look up to you, lu gak boleh salah, dan lain-lain. And I think itu yang..."
05069.wav,"Mentally, put me on a rollercoaster lah. Everything is about logic. Everything. Yang bener tuh agama gak boleh dipaksakan sebatas ritual dan hapalan, tapi harus dipahami. Untuk memahami, harus punya taraf berpikir yang kuat. Thinking is more important than believing. Mempair paling gedenya, apalagi di Indonesia untuk bikin rakyatnya berpikir."
05070.wav,"Hai teman-teman, selamat datang di Ngobrol Sore Semaunya, special Ramadan bersama aku Putri Tanjung. Seneng banget bisa bertemu sama teman-teman lagi. Hari ini aku punya special guest, gak sabar banget untuk ngobrol sama beliau. Mari kita berikan tepuk tangan yang meriah untuk Raymond Chin."
05075.wav,"Lebih tenang, mostly what religion do to you is bringing peace. Lebih tenang. Oke, tapi yang puasa tahun ini apa yang paling susah buat lo? Kopi pagi sih. Itu sih ya. The morning coffee, sama gue masih ada bad habit of vaping, nah itu susah ternyata. Tapi kalau soal makan sama minumnya gampang, soalnya udah 3 years I do intermittent fasting. Jadi udah biasa makan sekali sehari gitu loh. I see."
05077.wav,"Karena dari dulu intermittent, kalau sour sama buka jendelanya terlalu jauh gitu loh. It's like eating two times a day gitu kan. I see, okay. Jadi mendingan..."
05078.wav,"Satu kali aja pas buka, tapi langsung banyak. Oke, jadi ada, jadi gue karena gue adalah orang yang suka banget scroll TikTok, jadi gue dapet banyak informasi dari TikTok. Eh, wait, wait, you're Gen Z berarti ya? I'm Gen, borderline. Borderline, I'm borderline millennial too. I'm borderline Gen Z. Oh, oke, oke, kita generasi borderline berarti ya. Kita generasi borderline. Lo horoskopnya apa? Sagi, sagi, sagi tharius. Oh, lo gak borderline apapun ya?"
05079.wav,"Gue tuh 22 September, gue tuh borderline Virgo dan Libra. Hah, artinya apa? Jadi gue borderline semua. Jangan bilang kayak MBTI-nya juga borderline-borderline semua tuh? Hampir. Anyway. Okay. Jadi gue scroll TikTok. Terus abis itu gue tuh lagi ngeliat banyak banget hack-hack gimana caranya lo bisa terus hydrated throughout the day. Nah ada beberapa cara, sebenarnya kalau gue dari dulu itu caranya adalah minum air kelapa pasaur. Air kelapa? Air kelapa. Karena? Kelapa ijo."
05080.wav,"Itu tuh bikin lo lebih hydrated aja, gue ngerasanya ya. Nah tapi ada trik baru, which temen-temen gue juga mau lakukan adalah ngemut garam. Jadi kayak garam dapur biasa kan? Biasanya kan orang minum air garam, ini tuh garamnya langsung lo emut, to cleanse your mouth lah ya gitu, abis itu lo minum air putih yang banyak. Katanya tuh bisa membantu keep you hydrated."
05082.wav,"Oke, jadi hidup lu ini terpaksa ya? Lumayan, lumayan. Namanya the power of kepepet kan, the most powerful being in the universe kan ya? That's true. Kepepet kan, waktu itu tuh gara-gara bangun ternak uang, with VYRAL, my two co-founders itu kan udah public figure nih. Okay. I'm the only one yang gak punya public personal lah. Akibatnya saya, iya. Iya, terus abis itu dipaksa sama mereka, bikin lah gitu misalnya. Oke, satu finance, satu saham, gue bikin apa ya? Gue bikin bisnis waktu itu."
05083.wav,"I remember my first contact itu kayak kalo lo mau jadi entrepreneur, ini tangganya gitu. Dari student, employee, self-employed gitu. Terus responnya lumayan. Kayak first time, I felt ternyata gue ngomong sesuatu tuh didengerin sama orang, and they feel terbantu gitu loh. Kalo bahasa kasarnya, gak tau ini harus di-sensor atau engga, kok bacotan gue ada yang mau denger gitu loh. Nah abis itu dari sana gulung. Kayak awalnya dipaksa, abis itu baru ke TikTok, baru YouTube terakhir. YouTube is the..."
05084.wav,"Sospek terakhir yang gue mulai bikin, tapi sekarang yang paling gede, 2,5 juta sekarang. Wow, congratulations. Thank you. How do you like it? Surprise-ing masih oke, masih oke. Sempet ada one period, aduh, it's not worth it. At one period. What do you mean it's not worth it? Nggak worth it jadi public figure. Capek ya? Contoh hal kecil ya. I thought, menjadi orang terkenal bakal lebih gampang cari cewek. Contohnya kayak gitu misalnya. Ternyata nggak. Ternyata nggak. Finding girlfriend pas lagi terkenal tuh..."
